client,table,file,sha256,rows,metadataRows,validJson,invalid,fields,firstError
"jp-1.4.0","config_air_control_state","config_air_control_state.db","5A0BCD1857AF216A72E342E24AE7BBA509039AB5938D694D83EA25C8D29AA363",6,1,5,0,"desc;enum_name;id",""
"jp-1.4.0","config_air_search_spe","config_air_search_spe.db","FBBFF2BB0C0F3FD375E1EA47F5FD15D162CF2A2B7352FD4FA8C97B7CBFEA2D5C",148,1,147,0,"birth_pos;id;patrol_pos_array;radius;speed",""
"jp-1.4.0","config_air_spe_link_fleet","config_air_spe_link_fleet.db","9DC7327C87310871624B589D8CA765D050F7C7EFF809D3D02A0BE6E91747243D",116,1,115,0,"air_attack_spe_data;air_search_spe_array;fleet_id;id",""
"jp-1.4.0","config_anniversary_video","config_anniversary_video.db","AD069A324CD44FE48B25C67641C503F0D520B91A82CA571537B581F787907675",5,1,4,0,"id;image;link;period;period_area;reward",""
"jp-1.4.0","config_ar_battle_config","config_ar_battle_config.db","CFAF2FACD5A5F8B88C48B9ACCFFCB4BBD71A70B1C227B359787C90575723F897",11,1,10,0,"data;diff_name;enum_name;id",""
"jp-1.4.0","config_ar_battle_range","config_ar_battle_range.db","1BD3C482FD96E22FC3768C900FBE3A7EB2E6FA915A26A3C44C02E9A71783E820",6,1,5,0,"desc;dis_max;dis_min;enum_name;id",""
"jp-1.4.0","config_ar_config","config_ar_config.db","A0014BFE623429998B52C856E25E8E8191F2D6BBE713B2CA7FC0E6C0D267DB8C",28,1,27,0,"data;diff_name;enum_name;id",""
"jp-1.4.0","config_askill_dict_create_item","config_askill_dict_create_item.db","C65E1D645C2104CF2575F77A6A78DD08ABCC3E4AEE6C71C343DFBF852EFB1160",3303,1,3302,0,"distance;euler;id",""
"jp-1.4.0","config_askill_dict_create_range","config_askill_dict_create_range.db","F9DCF1BCED3E95B6E0595AE7ACBC5D46CBE1882AEB49FB2DADF6FB3533276B8B",895,1,894,0,"create_range_item;id;weight",""
"jp-1.4.0","config_askill_dict_create_range_item","config_askill_dict_create_range_item.db","736B39C9DD636A31D8147519419F35BE837BA252DC18D238F996C447A1F6AC96",871,1,870,0,"distance;euler;id",""
"jp-1.4.0","config_askill_dict_prj_ctrl_logic","config_askill_dict_prj_ctrl_logic.db","A7056E5AAC9D03F70A46F2405A118BF6B737638A130C9796E4A62DBD5ECB3D1E",1020,1,1019,0,"behaviour_params;behaviour_target;exe_delay;exe_loading_time;exe_time;exe_type;id;logic_behaviour",""
"jp-1.4.0","config_askill_dict_prj_ctrl_move","config_askill_dict_prj_ctrl_move.db","D6CD8F22498B8585C67F28C6E54F86707E9CC6732E6855CBC3A0EF6CB05CD049",2379,1,2378,0,"face_dir_rotate_speed;face_dir_rotate_type;id;move_dir_rotate_speed;move_params;move_type;speed;speed_type",""
"jp-1.4.0","config_askill_dict_projectile","config_askill_dict_projectile.db","FB360EAB4CFA695D3C7F78E9C051F82EA9B29F2B96C10101D29957FA7E8AFEB8",962,1,961,0,"act_after_target_death;could_silence;create_delta_euler;create_pos_range;create_pos_type;id;life_circle;mix;order;prj_class;projectile_ctrl;projectile_type;random_weight;select_mode;skill_type;special",""
"jp-1.4.0","config_askill_dict_projectile_ctrl","config_askill_dict_projectile_ctrl.db","22C6ACB256ABDD314978779A64065B0682560B5A33B07149D863648FBFFB24FB",3705,1,3704,0,"create_dir_type;id;independent;independent_duration;logic_array;logic_delay;move_step;order;projectCtrlDelayOption;projectile_item;trigger_time_type",""
"jp-1.4.0","config_askill_dict_projectile_item","config_askill_dict_projectile_item.db","1B909ADEF465FD8037B61423EB216E1BEDD5485BB1F80978F80C5AA746C2CB1A",3060,1,3059,0,"delay_time;delta_euler;delta_pos_x;delta_pos_y;id;shape_param;shape_type;ship_trigger_ebid;ship_trigger_order;size_begin;size_change_duration;ste_id;svte_id;vice_gun_scale_shift",""
"jp-1.4.0","config_assess","config_assess.db","33C9AF32A756DE5B242C89BD80B5F7762AFF3C95FF7A164016347B7D4C248130",17,1,16,0,"A_para;A_tips;B_para;B_tips;C_para;C_tips;D_para;D_tips;E_para;E_tips;F_para;F_tips;SSS_para;SSS_tips;SS_para;SS_tips;S_para;S_tips;id;order",""
"jp-1.4.0","config_assess_condition","config_assess_condition.db","57C481DB34C3C085EE3052C2F6E6543333EC5FDDB06C7BA0E819126A9A4A052E",10,1,9,0,"condition_func;id;param_type",""
"jp-1.4.0","config_assist_fleet","config_assist_fleet.db","DDB6DAA6D9085C3D862E2BBD6F738BE1E05F905738A6CD13FE71174349E3A033",27,1,26,0,"assist_ship_info_id;default_threat;formation;id;name;strategy;threat_id;view_mode",""
"jp-1.4.0","config_assist_ship_info","config_assist_ship_info.db","72F520E4E5A55151EB0CDDBFF0BB06EF3A9F4DC89D5AD564BE423C0A7020C53C",804,1,803,0,"angle_speed;anti_crit;attack;battle_angle_speed;crit;defense;dodge;equip;equip_level;fate;hit;hp;main_gun_cd;main_gun_range;ship_affection_ratio;ship_air_control;ship_bomb_attack;ship_fashion_id;ship_fight_grade;ship_id;ship_level;ship_main_id;ship_maxbreak_id;ship_name;ship_skill_level;ship_strengthen_ratio;ship_supply_cost;ship_torpedo_attack;skill_anim_order;speed;to_air_attack;to_torpedo_attack;torpedo_attack;torpedo_defense;torpedo_num;view_range",""
"jp-1.4.0","config_attribute","config_attribute.db","082A5BA352625425149B3005B7C5A75210183EED950ABDD211A4D3763DB6D7B8",108,1,107,0,"attr_direction;attr_display;attr_icon;attr_name;attr_type;attr_unit;beizhu;direction_if_show;direction_show_sort;equip_if_show;equip_show_sort;girl_if_show;girl_show_sort;id;params;remould_if_show;remould_prop_formula",""
"jp-1.4.0","config_audio","config_audio.db","AC70AF7E2FBF75B12460A2F65021E1A2AE4946DADB40190B377C42311A0AB8D6",146,1,145,0,"a_id;can_repeat;diff_name;repeat_time;res_path",""
"jp-1.4.0","config_awaken_task_common","config_awaken_task_common.db","676644BCEA9561402138565C39463D8E0F63E1B6C626F3B91FC54F11155BB399",15,1,14,0,"count_type;desc;go_up_to;go_up_to_parm;goal;id;refresh_id;rewards",""
"jp-1.4.0","config_awaken_task_milestone","config_awaken_task_milestone.db","13F579838C52E8DBCF5EDFD0FBC80113719474AA9F16253CE710EB93E90EBA70",21,1,20,0,"count_type;desc;go_up_to;go_up_to_parm;goal;id;pt",""
"jp-1.4.0","config_barrage_library","config_barrage_library.db","0B50F5C6F8EE9D0D2A6BDB81953C17E280253009F5EB6AE0016CC16C39F6C424",32190,1,32189,0,"barrage_library_id;is_orbital_colse;scene_id;scene_id_type",""
"jp-1.4.0","config_bathroom_item","config_bathroom_item.db","03C146BCB9EA93EB84E87CEC833B935C3F9BA539A09C3218E9D903D49DF29495",2,1,1,0,"description;frequency;icon;id;name;once_exp;price;quality;time",""
"jp-1.4.0","config_battlefield_info","config_battlefield_info.db","4A3C7265D712E4F6FDC186A81E8CB1CF84C1CAC1EE0A8219228E5D2ADAA3488A",215,1,214,0,"assist_fleet_position;battlefield_shape;enemy_position;id;player_fleet_position;player_position;shape_param",""
"jp-1.4.0","config_battlefield_resource","config_battlefield_resource.db","CFE97D1E6895886503292B83F242ABDADD82E1BD0DE98DCE34E1A728C9C51E77",2723,1,2722,0,"buffid;copy_id;flag;id;odds;pos_id;res_collide_effect_id;res_collide_msg_effect_id;res_find_effect_id;res_image_effect_id;resourc_num;resource_items;resource_type;search3d_item_id;server;settlement_type;show_num;show_type",""
"jp-1.4.0","config_battlefield_resource_blood","config_battlefield_resource_blood.db","41FBBACE71074D9F776EEB34FF62CEE65012447AED1ADE2C7DBE8BEDEEFAC42A",19,1,18,0,"brFilterType;id;numberRule;vals;value_or_percentage",""
"jp-1.4.0","config_battlepass_level","config_battlepass_level.db","33D9065D74FD5519842ED142AFF793DE2F3D0DA207D104916DFE1EBAA5FA9906",51,1,50,0,"free_level_reward;level;level_exp;pay_level_reward;target_reward",""
"jp-1.4.0","config_battlepass_level_activity","config_battlepass_level_activity.db","850F51D57AE326988E808984C994E9E1441019006125F7BCF34C4C96FBCEB675",101,1,100,0,"free_level_reward;level;level_exp;pay_level_reward;target_reward",""
"jp-1.4.0","config_battlepass_param","config_battlepass_param.db","D12A8CB1DE1EDD7568858DB40302EC92E21AF1663D4DEB72306B566BBDF4D46F",2,1,1,0,"advance_price_1;advance_price_2;advance_reward_1;advance_reward_2;advance_reward_desc_1;advance_reward_desc_2;advance_reward_level_2;buy_level_price;free_icon;free_refresh_count;id;item_recycling_id;pay_icon;pay_refresh_count;pay_refresh_price;recycle_mail_id;reward_mail_id;shop_id;weekly_task_num",""
"jp-1.4.0","config_battlepass_param_activity","config_battlepass_param_activity.db","0F8A776478F2E2EB141A53DC36A69B3F7D401D5D7E94A21FE29E7DB0BB2E1033",2,1,1,0,"advance_price_1;advance_price_2;advance_reward_1;advance_reward_2;advance_reward_desc_1;advance_reward_desc_2;advance_reward_level_2;buy_level_price;free_icon;free_refresh_count;id;item_recycling_id;pay_icon;pay_refresh_count;pay_refresh_price;recycle_mail_id;reward_mail_id;shop_id;weekly_task_num",""
"jp-1.4.0","config_battlepass_task","config_battlepass_task.db","E3DB0D8F25EFF27BDC231F71615E9FC0BA40734ABE195F4E0404CB46657F03C1",18,1,17,0,"battlepass_exp;go_up_to;go_up_to_parm;id;task_goal;task_name;task_type;task_type_name",""
"jp-1.4.0","config_battlepass_task_activity","config_battlepass_task_activity.db","050DE264F426736D92A432B05F49AD29F639E59FB2EBFFABE0C71AA1CF0B850C",18,1,17,0,"battlepass_exp;go_up_to;go_up_to_parm;id;task_goal;task_name;task_type;task_type_name",""
"jp-1.4.0","config_battle_ai","config_battle_ai.db","F10403A997A4A74B2E319FFC999D1EF36BD516E8C90B44C40A84DF2793689DB0",6,1,5,0,"aerial_search_duration;ba_id;diff_name;escape_odds;f_id;skill_cd;speed_ratio;t_odds;track_dis;track_range;view_euler;view_range",""
"jp-1.4.0","config_battle_air_control_coefficient","config_battle_air_control_coefficient.db","60409796EAAF82782F1325E7CB3362461899FEFBB4E2DE0F3BE3B2B0C1E74491",20,1,19,0,"air_control_state;bacc_id;damage_rate;diff_name;injured_rate;max_range;min_range",""
"jp-1.4.0","config_battle_ai_escape","config_battle_ai_escape.db","A49E8BB5A309C344F62D901DA6F790F2DC38473804489B6C668D41130C92E41E",3,1,2,0,"ba_id;diff_name;escape_target;escape_type;escape_weight;fleet_id",""
"jp-1.4.0","config_battle_ai_fleet","config_battle_ai_fleet.db","2F76BA034426A942F8784DD2C28ADE6FC5A5F01F18DE8944A9681A206CDFF1AF",856,1,855,0,"aerial_search_duration;airattack_call;baf_id;best_dis_odds;call_view_circle_range;call_view_euler;call_view_range;escape_odds;skill_cd;speed_ratio;t_odds;track_dis;track_range;view_circle_range;view_euler;view_range",""
"jp-1.4.0","config_battle_ai_fleet_escape","config_battle_ai_fleet_escape.db","2AE5020414002589E80BBFC5867399F2E36B81A3BEB9BD7637BBEE590836E79F",4,1,3,0,"baf_id;bafe_id;diff_name;escape_target;escape_type;escape_weight",""
"jp-1.4.0","config_battle_ai_fleet_support","config_battle_ai_fleet_support.db","1AECC1BE20FF7C3F988B1386686AC81ADE5D7CA5328A0D1B33CE08147CBD6C34",246,1,245,0,"baf_id;bafs_id;call_for_support_time;support_arg;support_type",""
"jp-1.4.0","config_battle_ai_ship_info","config_battle_ai_ship_info.db","6C3AA4245C0B1F0383187B6BDCC51ADD9DDA6FFC6D9F45B69BE21EBCBDB80103",96,1,95,0,"aerial_attack_weight;basi_id;best_distance;best_distance_weight;main_gun_weight;second_gun_weight;torpedo_weight",""
"jp-1.4.0","config_battle_ai_ship_skill_ratio","config_battle_ai_ship_skill_ratio.db","2919F52D7312DC666E7DFD8A24ED06262579F38F72B53C40820CBF7CDC0C1AD7",58,1,57,0,"attack_range;basi_id;bassr_id;skill_base_ratio;skill_type",""
"jp-1.4.0","config_battle_ai_support","config_battle_ai_support.db","676F5D3CB63D7FD9DCB23FB621D826CA056F9FB683A0C777B835207E96D512A1",2,1,1,0,"ba_id;call_for_support_time;diff_name;fleet_id;support_arg;support_type",""
"jp-1.4.0","config_battle_ammounition_effect","config_battle_ammounition_effect.db","6A91E42DD8B69DA949FA51A71B3F3C5281E8FA4C79ED62670968DDDC4E9AF671",4,1,3,0,"ammounition_max;ammounition_min;bae_id;prop_id;value",""
"jp-1.4.0","config_battle_auto_chat","config_battle_auto_chat.db","F7529927F354B48FCD87BAC3B828C328E5B93D57CAD9FD2A1EBB3C4BBB22BB1F",10,1,9,0,"id;text",""
"jp-1.4.0","config_battle_config","config_battle_config.db","1CF5E006C7F7D7D701A4910FA64FCDBD84CBE6873F0750DE10B58FB83FEA5A4C",327,1,326,0,"data;data_double;data_int;diff_name;enum_name;id",""
"jp-1.4.0","config_battle_fleet_show","config_battle_fleet_show.db","4ED1356A19F5853419FBC6CCFED3284D26AA8327B655DC0B1B8F48B2CC67EEC4",64,1,63,0,"head;head_in_field;head_in_field_sel;head_sel;id;name",""
"jp-1.4.0","config_battle_logic_trigger","config_battle_logic_trigger.db","882BDF29491C12587C8033A718A6BCA7A9DA875FB10490983999A81F20F96709",64,1,63,0,"id;trigger_condition;trigger_condition_param;trigger_limit_num;trigger_result;trigger_time;trigger_tip",""
"jp-1.4.0","config_battle_logic_trigger_result","config_battle_logic_trigger_result.db","E09444E58D2A304613A93104106EA65C24F192608EC1528880200B21B5E1D3B2",143,1,142,0,"id;result_type;target_dictid;target_type",""
"jp-1.4.0","config_battle_maingun_clip","config_battle_maingun_clip.db","20DCDB2D3D62F059F09979DC61DE56777EF62C3B8554717D89E1D848F2A2545E",7,1,6,0,"damage_factors;id;max_num;select_mode",""
"jp-1.4.0","config_battle_qte_effect","config_battle_qte_effect.db","A146E99CD76E0E4F300C0FA076ADE9CE94A47E45055AFAABED292B3BCAA45D57",5,1,4,0,"bqe_id;damage_effect;qte_step",""
"jp-1.4.0","config_battle_qte_pro","config_battle_qte_pro.db","1E5A56BE17153AFBB9AEC7EA231C8D83817081D270167C58BE8164C1C75B053A",2,1,1,0,"bqp_id;duration_12;duration_23;duration_34;last_suration;name;size_percent_1;size_percent_2;size_percent_3;size_percent_4",""
"jp-1.4.0","config_battle_range","config_battle_range.db","654F4B9204BE8142A258DFB6E9DCF6A604F9FAE3FE14628D82F51CD2075B55C5",6,1,5,0,"desc;dis_max;dis_min;enum_name;id",""
"jp-1.4.0","config_battle_threat","config_battle_threat.db","46BFA230881F35E4E6883D6295FB83F12C3D189121A34A130CC316F23B421E29",13,1,12,0,"event_param;event_type;id;threat_time;threat_type;threat_value",""
"jp-1.4.0","config_battle_torpedogun_combo","config_battle_torpedogun_combo.db","2C127E92AF14DBBF73E8E1A78C13D0736A4070E805AA7ED3B1098C24B9AE8C00",7,1,6,0,"damage_factors;id;max_times",""
"jp-1.4.0","config_battle_weather","config_battle_weather.db","304FE8925CC4A8C46759928CA789DB15A2025D68A30707ED6D918516BB0069CC",4,1,3,0,"ammounition_cost;desc;enum_name;id",""
"jp-1.4.0","config_bd_class","config_bd_class.db","30D77786F9820AE5A10EDC8261F4CA5587ADCDEFFB08F8CF8286EF20C2EA4E7A",4,1,3,0,"desc;enum_name;id",""
"jp-1.4.0","config_bd_limited","config_bd_limited.db","8490103840174FED9897A109DEBAC290B2CD42F49B8472AD340742F85E21F10D",25,1,24,0,"bd_class;bd_number;bd_obj;bd_obj1;bd_prop;bd_prop1;desc;id;limit_type;operation",""
"jp-1.4.0","config_bd_obj1","config_bd_obj1.db","2E3057BE9BB7D56FC424EDF7038DCF07FB002EC6BA2329BD73969AC108AAC191",6,1,5,0,"desc;enum_name;id",""
"jp-1.4.0","config_bd_prop","config_bd_prop.db","D8D6244AFE31D212251BD12E5D263FD7704E9CF679FC450EE8882D5280A586A3",8,1,7,0,"desc;enum_name;id",""
"jp-1.4.0","config_bd_prop1","config_bd_prop1.db","E8DB04EB97A078264752DB66C096A99AD3E23E126283DBE4ABCF6C7F06DCCAD9",4,1,3,0,"desc;enum_name;id",""
"jp-1.4.0","config_behavior_info","config_behavior_info.db","952BC1AE6C913405B5F8CAED0206476AEA5EFCBD254EAECB69BD0B50B7832481",1147,1,1146,0,"behavior_type;cn_text;diff_name;effect_bind_id;id;modle_name;ship_name",""
"jp-1.4.0","config_behaviour_info_queue","config_behaviour_info_queue.db","9FCA838E48CF939EAB2DE704D576D4FD8E2C4F7C51EA3750F6AF8ECD051BE8E1",1811,1,1810,0,"anim_name;bind_effect;duration;effect_closure;effect_opentime;group;head_control_param;head_control_type;id;is_loop;queue;repeat_play;speed",""
"jp-1.4.0","config_bestrong","config_bestrong.db","0C76E34BCC573056BDC8CDF70580411F2804A69D2B797FFFB6B49BCCE1E6FB49",7,1,6,0,"gotomotoid;icon;id;openlevel;title",""
"jp-1.4.0","config_big_activity_chapter","config_big_activity_chapter.db","0BB262B419326DB06DC697E2010AC57F7D754D75D70203296421BD22980C96E7",4,1,3,0,"copy_thumbnail_list;id;level_list;name_list",""
"jp-1.4.0","config_big_activity_copy_display","config_big_activity_copy_display.db","9A5CA7CA43F27828FDA3D944E21618DDC59EFA6E6FDBC5D550422EAA8EC355EB",56,1,55,0,"copy_button_deviation;diff_choosing_bg;extra_drop_info;extra_drop_item;id;params;recommend_power;reward_coin;reward_gongxun;script_function_name",""
"jp-1.4.0","config_big_activity_reward","config_big_activity_reward.db","45A7DBA1EE7B2366B04F5587DCBDDAEF7CE87ABB0559CAADBD12DA4AFE2CF63A",11,1,10,0,"id;p1;p2;reward",""
"jp-1.4.0","config_boss_copy_activity","config_boss_copy_activity.db","1835D964A213C08870FA7FB419B7486BDEEA5510B0A334ACA3DC7ADA072A58CF",6,1,5,0,"boss_life;cheat_line;copy_display_id;eff_boss;id;image_boss;image_boss_2;image_boss_clear;image_position;image_scale;leveldetails_id;mail_id;name;rewards",""
"jp-1.4.0","config_boss_copy_life","config_boss_copy_life.db","7B2B66D33F1ACC384CCE9B34B62B831BFC5F351B01AF612EFFEEF5D010826587",51,1,50,0,"id;life_reduce;time",""
"jp-1.4.0","config_boss_copy_main","config_boss_copy_main.db","1736E7D734F17F2A0D3A225962875C0DF0498E47C561E0FAAE540A0922111F15",5,1,4,0,"boss_life;copy_display_id;eff_boss;id;image_boss;image_boss_2;image_boss_clear;image_position;image_scale;mail_id;name;rewards",""
"jp-1.4.0","config_boss_life_control","config_boss_life_control.db","E411229DC3F5D62765281C4AFEBA303CBA6034B305AC0110B76252A8E4188A16",241,1,240,0,"copy_id;id;life;time",""
"jp-1.4.0","config_buff_show","config_buff_show.db","DE3D05EBA726563ECC8B029E0BA7938E03F705D4F3208304D09001156EE94D66",670,1,669,0,"buff_display_ebs;buff_display_ebs_belong;buff_display_show_state;buff_display_ui_eb_id;buff_display_ui_effect_root;buff_display_ui_effect_roots;buff_display_ui_effect_uri;buff_display_ui_path;buff_display_work_effect_uri;buff_resttime_text;buff_shield;buff_show_delay_type;buff_show_rule;buff_show_type_id;buff_stack;buff_statistics_text_page_path;buff_statistics_ui_effect_text;buff_statistics_ui_effect_uri;buff_tips;id;team_buff_desc;team_buff_icon;team_buff_name",""
"jp-1.4.0","config_building","config_building.db","D0578F60CDE1B956CE20E1C7AB6E97CBB5EB273099C46C6FD09E863CD04FF384",11,1,10,0,"buildinggroup_id;defaultopening;id;officelevel",""
"jp-1.4.0","config_buildinginfo","config_buildinginfo.db","F05413A1FB94F7C77A5B1C7FF766A762E258D0B29B5F958737736319479DDF61",36,1,35,0,"addmood;addworkerhp;building_scene_bgm;building_scene_res;buildquantity;characters;desc;englishname;foodcost;goldaddition;group_id;heroaddition;heronumber;id;level;moodcost;name;oiladdition;order;powercost;productid;productiontimeless;productivity;productmax;recipe_compose;recipeid;reducecost;showcharacters;type;typeicon;unlockbuilding",""
"jp-1.4.0","config_buildinglevelup","config_buildinglevelup.db","BC3A5D69D6DA39A2F9409BBBC7DC2DD9D9DDB73C5767130CD77B8C1EE92AA511",36,1,35,0,"cleartime;costmoney;costwork;id;level;leveluptime;officelevel;rawmaterial1;rawmaterial2;rawmaterial3;type",""
"jp-1.4.0","config_buildingtype","config_buildingtype.db","3BEEC0D018D03A2B2292EB47A297EEB66A07BC398803DFDBE9EC94D9542EC196",9,1,8,0,"buildnumber;id",""
"jp-1.4.0","config_building_camera_parameters","config_building_camera_parameters.db","4BEE1A040A8C876EF2D0D4EFF7056C3C8A64A66D04E7E3F021C271EF4A85D186",10,1,9,0,"angle_speed;angle_x_max;angle_x_min;angle_y_max;angle_y_min;diff_name;lerp_accel;max_distance;min_distance;move_speed;pos_x_max;pos_x_min;pos_z_max;pos_z_min;rotation_mode;scene_resources;scroll_speed",""
"jp-1.4.0","config_building_character_story","config_building_character_story.db","D225082B4F7568E215A670B4E2740BA3FA13575B1D4C657DDC9C4BB0C852262B",217,1,216,0,"affection_value;id;open_time;plot_cover;plot_title;plot_trigger_building;plot_trigger_id;plot_trigger_type;ship_fleet_id",""
"jp-1.4.0","config_building_config","config_building_config.db","2B73D45A1D3B737847E8A7F5070C8C88E468ABAECDA4F8B811516A773A916B06",17,1,16,0,"data;diff_name;enum_name;id",""
"jp-1.4.0","config_building_furniture_res","config_building_furniture_res.db","1F651E59541A5EA2B3D779E6AFBC078F41CCD808086070E4AED01CC8E352B9F2",2,1,1,0,"furniture_id;furniture_long;furniture_res;furniture_type;furniture_wide;subsidiary_layer;subsidiary_type",""
"jp-1.4.0","config_building_tv_res","config_building_tv_res.db","19922F5CC4CC298B05A2F65140EF4FB1887A7B14459A28E5B8C2E736265EAA6C",2,1,1,0,"id;play_weight;tv_key;tv_res",""
"jp-1.4.0","config_building_wall_res","config_building_wall_res.db","CA785D1F11708B382EF30540AB9B718E838CEFB72AD7D6DAEB3A41B87405CADA",2,1,1,0,"total_layer;wall_id;wall_res;wall_type",""
"jp-1.4.0","config_build_formula","config_build_formula.db","FE0AB3CB8FA8E01C7CD993E4A3F53F260AC0DFA8981F81DED975AA0491DFD9B1",5,1,4,0,"custom_tag_revise;id;res1;res2;res3;tag_weight",""
"jp-1.4.0","config_build_quality","config_build_quality.db","EE96A86DD037414177E8D8FE0EE79C0B0E2FFC74C7CC981F14529DE1C686489E",2021,1,2020,0,"fail_build_ship_id;id;tag_weight",""
"jp-1.4.0","config_build_ship","config_build_ship.db","10EC105F5B414D6EFDD2296E5E077A921119952D19DE96448BF0A1976873D8A7",31,1,30,0,"build_quality_id;custom_tag;id;package_weight;res1;res2;res2_package_weight_arg;res3;res3_package_weight_arg;ship_list;ship_ratio",""
"jp-1.4.0","config_camera_info_queue","config_camera_info_queue.db","3C7D38810985197A374E36509E8F30E967252BE3F036622021F96A2C62DAEF4F",3737,1,3736,0,"camera_path;camera_path_index;camera_target;diff_name;duration;focus_path_index;group;id;queue",""
"jp-1.4.0","config_caption_access_list","config_caption_access_list.db","D80067A3EE7DFFC1267426F9251B566C42FC9F342CB6F130F7B5EE1BD44A8134",8150,1,8149,0,"behavior_type;caption_access;caption_end;caption_open;cn_text;diff_name;jp_text;modle_name;ship_name",""
"jp-1.4.0","config_cg_resources","config_cg_resources.db","E307B9D680A14CFF82877A5477AE2DC03A669B4B2A38FA6D6C8FAAF4F10D5C3C",4,1,3,0,"android_volume_coefficient;cg_id;cg_res_path;diff_name;ios_volume_coefficient;mac_volume_coefficient;win_volume_coefficient",""
